"clust2","X","mds1","mds2","clust2","clust4","xphsdf","billscc","xphdr1","xphdr2","xphdr3","xphdr4","xphdr5","xphdr6","xphdr7","xphdr8","xphdr9","xphdr10","xphdr11","xphdr12","xphdr13","xphdr14","xphdd1","xphdd2","xphdd3","xphdd4","xphdd5","xphdd6","xphdd7","xphdd8","xphdd9","hscntcr1","hscntcr2","hscntcr","hscrchg","saving","id","weight","year","sex","age","age_grp","region","gor","mastat","hushop","hhsize","lstage","nkids","parent","ch03","ch45","ch69","ch1015","qual","jbstat","jbrgsc","hoh","jbstathoh","fihhyr2","fihhyr_a","dfihhyr","dfihhyr_a","dfihhyrchg","dfihhyrchg_a","us","ustot","ustot_a","ustot_grp5","ustoty_a","ustotdy_a","ustoty_grp5","ustotdy_grp5","xpus","xpus_a","xpusy_a","xpusy_grp5","usn","usa","usb","usc","usd","use","usg","ush","usi","usj","tenure","tenure_grp2","tenure_grp3","huresp","hsval","hsval_a","reshsfall","mghave","intmg","mg1tot","mg1tot_a","mg1tot_grp5","mg1toty_a","mg1totdy_a","nequity","xpmg","xpmg_a","xpmgy_a","xpmgdy_a","xpmgy_grp5","xpmgdy_grp5","fixmg","fixmg09","fixpmg_a","fnxpmg_a","fixpmg09","fnxpmg09","changepmg","changepmg_a","fxuse1","fxuse2","fxuse3","fxuse4","fxuse5","fxuse6","pmguse1","pmguse2","pmguse3","pmguse4","pmguse5","pmguse6","pmguse7","pmguse8","xphsdf.1","xphpdf","billscc.1","xphdr1.1","xphdr2.1","xphdr3.1","xphdr4.1","xphdr5.1","xphdr6.1","xphdr7.1","xphdr8.1","xphdr9.1","xphdr10.1","xphdr11.1","xphdr12.1","xphdr13.1","xphdr14.1","xphdr15","xphdd1.1","xphdd2.1","xphdd3.1","xphdd4.1","xphdd5.1","xphdd6.1","xphdd7.1","xphdd8.1","xphdd9.1","xphdd10","xphdd11","xphdd12","xphdd13","xphdd14","hscntcr1.1","hscntcr2.1","hscntcr.1","hscrchg.1","saveamount","saveamount_a","saving.1","saving11","savebcs","savebcs1","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savebcs10","savebcs11","savebcs12","savebcs13","desave11bcs1","desave11bcs2","desave11bcs3","desave11bcs4","desave11bcs5","desave11bcs6","save11bcs1","save11bcs2","save11bcs3","save11bcs4","save11bcs5","save11bcs6","save11bcs7","save11bcs8","save11bcs9","save11bcs10","save11bcs11","save11bcs12","spend","nvesttot","nvesttot_a","othassets","debtconc","debtconc_act1","debtconc_act2","debtconc_act3","debtconc_act4","debtconc_act5","debtconc_act6","debtconc_act7","chdebtconc","pubsecty","fisc_conc1","fisc_conc2","fisc_conc3","fisc_conc4","fisc_conc5","fisc_conc6","fisc_conc7","fisc_conc8","fisc_conc9","fisc_act1","fisc_act2","fisc_act3","fisc_act4","fisc_act5","fisc_act6","fisc_act7","fisc_act8","fisc_act9","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act5","fisc11_act6","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact5","fisc_likact6","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebeareffsec","brrise","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","forebeareffunsec","uncert","uncertch"
"1",47,0.0941312035107859,-0.0338893910851038,1,"1","no","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","the same","yes - slightly increase",1009,1.518,2009,"male","69","65+","North West","north west","widowed/divorced/separated","yes","1",NA,"0",NA,"no","no","no","no","other","retired","A","yes","retired","£9,500-£11,499","10500","£800-£899","850","no change",0,"no","not applicable","not applicable","not applicable","0","0","0","0","not applicable","0","0",NA,"0","no","no","no","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","no","no","no","yes",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"yes - slightly increase",NA,"extra cash from fall in other bills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",48,0.00440672672941908,0.0761765245540321,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","yes","the same","no - not particularly",355,2.104,2009,"female","25","25-34","E Midlands","east midlands","marrried or couple","yes","5+",NA,"2",NA,"yes","yes","no","no","no formal qualifications","in paid employ","D","yes","in paid employ","£40,000-£49,999","45000","don't know","don't know","up £50-£100",75,"yes","£200-499","350","<£1,000","0.007777778","not applicable","<0.25","not applicable","<£10","5","0.001333333",NA,"1","no","no","yes","no","no","no","no","no","no","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","not applicable","not applicable","not applicable","0","0","not applicable","0","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","yes","yes","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",49,0.0849533587996095,-0.0301794979231842,1,"1","no","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","the same","no - not particularly",1005,1.282,2009,"female","27","25-34","North West","north west","marrried or couple","no","4",NA,"2",NA,"yes","no","no","no","gcse/o-level/cse","in paid employ","C2","yes","in paid employ","don't know","don't know","<£200","100","no change",0,"no","not applicable","not applicable","not applicable","not applicable","0","not applicable","0","not applicable","0","not applicable",NA,"0","no","no","no","no","no","no","no","no","no","mortgagor","owner","mortgagor","yes","£50,000-£59,999","87500",NA,"yes","variable","£20,000-£29,999","25000","<£30,000","not applicable","20.83333397","no","£150-£199","175","not applicable","1.75","not applicable",">0.5",NA,"no",NA,NA,"not applicable","more or less the same",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",NA,"yes","no","no","no","no","no","no","no","no",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",50,-0.132215087291135,-0.0590765073257735,2,"4","no","falling behind on some","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","harder","no - definitely not",294,0.772,2009,"male","41","35-44","Scotland","scotland","never married","yes","3",NA,"1",NA,"no","no","yes","no","bachelor degree or equivalent (=nvq4)","FT student","C1","yes","FT student","£7,500-£9,499","8500","<£200","100","down £50-£100",-75,"yes","£10,000-14,999","12500","£10,000-£19,999","1.470588207","10.41666698",">1",">1","<£10","5","0.007058823",NA,"1","no","no","no","no","no","no","no","yes","no","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","falling behind on some","yes","no","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"yes","no","yes","harder",NA,NA,"no - definitely not",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",51,0.0365251097964993,0.0168120482596298,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","harder","no - not particularly",576,0.713,2009,"male","69","65+","E Anglia","eastern","marrried or couple","yes","2",NA,"0",NA,"no","no","no","no","other","retired","D","no","in paid employ","refused","refused","refused","refused","down £50-£100",-75,"no","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","0","not applicable",NA,"0","no","no","no","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","not applicable","not applicable","not applicable","not applicable","0","not applicable","not applicable","not applicable","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","harder",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",52,-0.0210087523019653,0.0723273795451784,2,"2","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","the same","no - not particularly",1282,1.141,2009,"male","55","55-64","Scotland","scotland","marrried or couple","yes","2",NA,"0",NA,"no","no","no","no","gcse/o-level/cse","retired","C1","yes","retired","£7,500-£9,499","8500","<£200","100","down >£100",-150,"yes","don't know","don't know","not applicable","not applicable","not applicable","not applicable","not applicable","£30-£39","35","0.049411766",NA,"1","yes","no","no","no","no","no","no","no","no","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"yes","no","yes","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",53,0.0748661474761954,0.0227032964929797,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","yes - slightly increase",168,1.116,2009,"male","37","35-44","E Midlands","east midlands","marrried or couple","yes","2",NA,"0",NA,"no","no","no","no","a-level or equivalent (=nvq3)","in paid employ","C1","no","in paid employ","£50,000-£74,999","62500","£1,200-£1,399","1300","no change",0,"no","not applicable","not applicable","not applicable","0","0","0","0","not applicable","0","0",NA,"0","no","no","no","no","no","no","no","no","no","mortgagor","owner","mortgagor","yes","£110,000-£119,999","237500",NA,"yes","fixed","£150,000-£169,999","160000",">£150,000","2.559999943","10.2564106","yes","£100-£149","125","0.024","0.096153848","<0.1","<0.1",NA,"yes",NA,NA,"more or less the same","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"yes - slightly increase",NA,"other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",54,-0.105573999462907,-0.0549922033216561,2,"4","no","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","yes","harder","no - not particularly",183,0.448,2009,"female","54","45-54","South East","eastern","marrried or couple","yes","4",NA,"1",NA,"no","no","no","yes","bachelor degree or equivalent (=nvq4)","retired","C1","no","in paid employ","£40,000-£49,999","45000","<£200","100","down <£50",-25,"yes","don't know","don't know","not applicable","not applicable","not applicable","not applicable","not applicable","£240-£249","550","0.146666661",NA,"1","no","no","no","no","no","no","yes","no","no","mortgagor","owner","mortgagor","yes","£80,000-£89,999","162500",NA,"yes","fixed","£80,000-£89,999","85000","£60,000-£89,999","1.888888836","70.83333588","no","£700-£749","725","0.193333328","7.25","0.1-0.2",">0.5",NA,"yes",NA,NA,"increased >=£500","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"yes","no","yes","harder",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",55,0.071030204502011,0.0175859631003873,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","no - not particularly",1006,1.176,2009,"male","34","25-34","North West","north west","marrried or couple","yes","4",NA,"2",NA,"no","yes","no","no","masters/phd or equivalent","in paid employ","C2","no","in paid employ","£50,000-£74,999","62500","£4,000-£4,999","4500","up >£100",150,"no","not applicable","not applicable","not applicable","0","0","0","0","not applicable","0","0",NA,"0","no","no","no","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",56,-0.206972883806852,-0.0594652867578485,2,"4","yes","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","yes","harder","no - definitely not",1630,0.389,2009,"female","22","18-24","Wales","wales","marrried or couple","yes","4",NA,"2",NA,"yes","yes","no","no","vocational qualifications (=nvq1+2)","unemployed","E","yes","unemployed","£4,500-£6,499","5500","£200-£299","250","down £50-£100",-75,"yes","£500-999","750","<£1,000","0.13636364","0.25","<0.25","0.25-0.5","£10-£19","15","0.032727271",NA,"1","no","no","no","no","yes","no","no","no","no","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"yes","somewhat","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"yes","yes","yes","harder",NA,NA,"no - definitely not",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",57,0.0569219147500958,-0.0429586993717633,1,"1","yes","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","the same","no - not particularly",197,0.616,2009,"male","42","35-44","Wales","wales","marrried or couple","yes","3",NA,"1",NA,"no","no","no","yes","vocational qualifications (=nvq1+2)","in paid employ","C2","yes","in paid employ","£30,000-£39,999","35000","<£200","100","down <£50",-25,"yes","£15,000-19,999","17500","£10,000-£19,999","0.5","14.58333302","0.5-0.75",">1","£200-£209","325","0.111428574",NA,"5","yes","yes","yes","no","no","no","yes","no","yes","mortgagor","owner","mortgagor","yes","£70,000-£79,999","137500",NA,"yes","fixed","£100,000-£109,999","105000","£90,000-£149,999","3","87.5","no","£550-£599","575","0.197142854","5.75","0.1-0.2",">0.5",NA,"no",NA,NA,"not applicable","more or less the same",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"yes","somewhat","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","yes","no","no","no","no",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",58,0.0710302045020111,0.0175859631003873,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","no - not particularly",1928,0.4,2009,"female","64","55-64","South East","eastern","marrried or couple","yes","2",NA,"0",NA,"no","no","no","no","no formal qualifications","retired","E","yes","retired","£11,500-£13,499","12500","£300-£399","350","down £50-£100",-75,"yes","£2,000-2,499","2250","£1,000-£4,999","0.180000007","0.535714269","<0.25","0.5-0.75","£90-£99","95","0.091200002",NA,"1","no","yes","no","no","no","no","no","no","no","local authority rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
